"last_name, first_name","player_id","name_abbrev","team_id","position_name","age","bat_side","seconds_since_hit_000","seconds_since_hit_005","seconds_since_hit_010","seconds_since_hit_015","seconds_since_hit_020","seconds_since_hit_025","seconds_since_hit_030","seconds_since_hit_035","seconds_since_hit_040","seconds_since_hit_045","seconds_since_hit_050","seconds_since_hit_055","seconds_since_hit_060","seconds_since_hit_065","seconds_since_hit_070","seconds_since_hit_075","seconds_since_hit_080","seconds_since_hit_085","seconds_since_hit_090"
"Lukes, Nathan","664770","TOR","141","RF","30","L","0.00","0.54","0.85","1.12","1.35","1.57","1.78","1.98","2.18","2.36","2.55","2.73","2.91","3.09","3.26","3.44","3.62","3.80","4.00"
"Lux, Gavin","666158","CIN","113","DH","27","L","0.00","0.54","0.84","1.10","1.34","1.55","1.76","1.96","2.15","2.34","2.52","2.70","2.88","3.05","3.22","3.40","3.57","3.74","3.93"
"MacIver, Willie","680862","ATH","133","C","28","R","0.00","0.58","0.91","1.18","1.43","1.65","1.87","2.07","2.27","2.46","2.65","2.84","3.02","3.20","3.38","3.55","3.73","3.91","4.09"
"Machado, Manny","592518","SD","135","3B","32","R","0.00","0.57","0.90","1.18","1.43","1.66","1.88","2.09","2.29","2.49","2.68","2.87","3.06","3.25","3.43","3.61","3.79","3.97","4.17"
"Maldonado, Martín","455117","SD","135","C","38","R","0.00","0.56","0.91","1.21","1.48","1.73","1.97","2.20","2.42","2.64","2.85","3.06","3.27","3.48","3.69","3.89","4.11","4.32","4.55"
"Malloy, Justyn-Henry","669234","DET","116","DH","25","R","0.00","0.55","0.89","1.17","1.42","1.65","1.88","2.09","2.29","2.49","2.68","2.88","3.06","3.25","3.43","3.61","3.80","3.98","4.16"
"Mangum, Jake","663968","TB","139","LF","29","L","0.00","0.55","0.85","1.11","1.34","1.55","1.75","1.95","2.13","2.32","2.49","2.67","2.84","3.01","3.18","3.35","3.51","3.68","3.86"
"Mangum, Jake","663968","TB","139","LF","29","R","0.00","0.56","0.87","1.13","1.37","1.58","1.78","1.98","2.16","2.35","2.52","2.70","2.87","3.04","3.21","3.37","3.54","3.70","3.87"
"Manzardo, Kyle","700932","CLE","114","DH","24","L","0.00","0.54","0.84","1.11","1.35","1.58","1.80","2.01","2.21","2.41","2.61","2.81","3.00","3.19","3.38","3.57","3.76","3.96","4.16"
"Marchán, Rafael","665561","PHI","143","C","26","L","0.00","0.54","0.84","1.10","1.34","1.56","1.77","1.97","2.17","2.36","2.55","2.73","2.92","3.10","3.28","3.46","3.64","3.82","4.02"
"Marchán, Rafael","665561","PHI","143","C","26","R","0.00","0.56","0.88","1.15","1.39","1.62","1.83","2.03","2.23","2.43","2.62","2.80","2.99","3.17","3.36","3.54","3.72","3.91","4.10"
"Marsee, Jakob","805300","MIA","146","CF","24","L","0.00","0.54","0.83","1.09","1.31","1.53","1.73","1.93","2.12","2.30","2.48","2.66","2.83","3.00","3.18","3.35","3.51","3.69","3.89"
"Marsh, Brandon","669016","PHI","143","CF","27","L","0.00","0.52","0.82","1.08","1.31","1.53","1.73","1.93","2.12","2.31","2.49","2.67","2.84","3.01","3.19","3.35","3.52","3.69","3.87"
"Marte, Ketel","606466","AZ","109","2B","31","L","0.00","0.54","0.85","1.12","1.35","1.57","1.78","1.98","2.18","2.36","2.55","2.73","2.92","3.10","3.28","3.46","3.65","3.84","4.06"
"Marte, Ketel","606466","AZ","109","2B","31","R","0.00","0.58","0.90","1.17","1.41","1.63","1.84","2.04","2.24","2.43","2.62","2.80","2.99","3.17","3.35","3.53","3.71","3.90","4.11"
"Marte, Noelvi","682622","CIN","113","RF","23","R","0.00","0.58","0.90","1.17","1.40","1.62","1.83","2.03","2.22","2.41","2.59","2.77","2.94","3.11","3.28","3.45","3.62","3.78","3.96"
"Marte, Starling","516782","NYM","121","DH","36","R","0.00","0.56","0.87","1.14","1.38","1.60","1.81","2.01","2.20","2.39","2.58","2.76","2.94","3.12","3.30","3.48","3.65","3.84","4.03"
"Martin, Austin","668885","MIN","142","LF","26","R","0.00","0.55","0.86","1.12","1.35","1.57","1.78","1.98","2.17","2.35","2.53","2.71","2.89","3.06","3.23","3.40","3.57","3.75","3.93"
"Martini, Nick","605361","COL","115","DH","35","L","0.00","0.56","0.86","1.12","1.36","1.58","1.78","1.98","2.18","2.36","2.55","2.73","2.91","3.09","3.26","3.44","3.62","3.80","4.00"
"Martínez, Angel","682657","CLE","114","CF","23","L","0.00","0.55","0.85","1.11","1.35","1.57","1.78","1.98","2.18","2.37","2.56","2.74","2.92","3.10","3.28","3.46","3.64","3.83","4.03"
"Martínez, Angel","682657","CLE","114","CF","23","R","0.00","0.56","0.89","1.16","1.40","1.62","1.84","2.04","2.24","2.43","2.61","2.80","2.98","3.16","3.34","3.51","3.69","3.87","4.06"
"Massey, Michael","686681","KC","118","2B","27","L","0.00","0.53","0.83","1.10","1.34","1.56","1.77","1.98","2.17","2.36","2.55","2.74","2.92","3.10","3.28","3.47","3.65","3.85","4.05"
"Mastrobuoni, Miles","670156","SEA","136","3B","29","L","0.00","0.54","0.84","1.10","1.33","1.55","1.75","1.95","2.14","2.33","2.51","2.68","2.86","3.03","3.20","3.37","3.54","3.72","3.91"
"Mateo, Jorge","622761","BAL","110","CF","30","R","0.00","0.54","0.85","1.11","1.34","1.55","1.75","1.94","2.13","2.31","2.48","2.65","2.82","2.98","3.15","3.31","3.47","3.63","3.81"
"Matos, Luis","682641","SF","137","RF","23","R","0.00","0.56","0.89","1.15","1.40","1.62","1.83","2.04","2.23","2.43","2.61","2.80","2.98","3.16","3.34","3.52","3.70","3.88","4.07"
"Mauricio, Ronny","677595","NYM","121","3B","24","L","0.00","0.54","0.86","1.14","1.39","1.62","1.84","2.05","2.26","2.46","2.66","2.86","3.05","3.25","3.44","3.63","3.82","4.03","4.24"
"Mayer, Marcelo","691785","BOS","111","3B","22","L","0.00","0.55","0.85","1.11","1.34","1.56","1.76","1.96","2.15","2.34","2.52","2.70","2.88","3.05","3.23","3.40","3.57","3.75","3.94"
"Mayo, Coby","691723","BAL","110","1B","23","R","0.00","0.55","0.86","1.13","1.37","1.59","1.80","2.00","2.19","2.38","2.57","2.75","2.93","3.11","3.29","3.46","3.63","3.81","3.99"
"McCann, James","543510","AZ","109","C","35","R","0.00","0.56","0.91","1.19","1.44","1.68","1.90","2.11","2.31","2.51","2.70","2.89","3.08","3.26","3.45","3.63","3.81","4.00","4.19"
"McCarthy, Jake","664983","AZ","109","LF","27","L","0.00","0.54","0.83","1.08","1.31","1.52","1.72","1.91","2.10","2.28","2.45","2.62","2.79","2.96","3.12","3.29","3.45","3.62","3.80"
"McCormick, Chas","676801","HOU","117","CF","30","R","0.00","0.54","0.85","1.12","1.36","1.58","1.79","2.00","2.20","2.39","2.57","2.76","2.94","3.12","3.30","3.48","3.67","3.87","4.08"
"McCutchen, Andrew","457705","PIT","134","DH","38","R","0.00","0.56","0.88","1.15","1.39","1.62","1.84","2.04","2.24","2.43","2.62","2.81","2.99","3.17","3.35","3.52","3.70","3.88","4.07"
"McGuire, Reese","624512","CHC","112","C","30","L","0.00","0.55","0.87","1.15","1.40","1.63","1.85","2.06","2.27","2.47","2.67","2.86","3.05","3.24","3.43","3.62","3.81","4.01","4.22"
"McKinstry, Zach","656716","DET","116","3B","30","L","0.00","0.53","0.84","1.10","1.33","1.55","1.76","1.96","2.15","2.34","2.52","2.70","2.87","3.05","3.22","3.39","3.57","3.75","3.93"
"McLain, Matt","680574","CIN","113","2B","25","R","0.00","0.56","0.87","1.13","1.35","1.57","1.77","1.97","2.15","2.34","2.51","2.69","2.86","3.03","3.20","3.37","3.54","3.70","3.87"
"McMahon, Ryan","641857","NYY","147","3B","30","L","0.00","0.53","0.83","1.09","1.33","1.55","1.76","1.97","2.17","2.36","2.55","2.73","2.92","3.10","3.28","3.46","3.65","3.85","4.06"
"McNeil, Jeff","643446","NYM","121","2B","33","L","0.00","0.55","0.86","1.12","1.36","1.58","1.80","2.00","2.19","2.39","2.57","2.76","2.94","3.12","3.29","3.47","3.65","3.84","4.05"
"Mead, Curtis","678554","CWS","145","3B","24","R","0.00","0.56","0.88","1.15","1.39","1.62","1.83","2.04","2.24","2.44","2.63","2.81","3.00","3.18","3.37","3.55","3.73","3.91","4.11"
"Meadows, Parker","678009","DET","116","CF","25","L","0.00","0.53","0.83","1.09","1.31","1.53","1.73","1.93","2.12","2.30","2.48","2.65","2.82","3.00","3.16","3.33","3.50","3.67","3.85"
"Meidroth, Chase","805367","CWS","145","SS","23","R","0.00","0.56","0.89","1.16","1.40","1.63","1.85","2.06","2.26","2.45","2.64","2.83","3.01","3.19","3.37","3.55","3.73","3.91","4.09"
"Melton, Jacob","689200","HOU","117","CF","24","L","0.00","0.53","0.82","1.06","1.28","1.49","1.69","1.88","2.06","2.24","2.42","2.58","2.75","2.92","3.09","3.26","3.42","3.59","3.77"
"Merrill, Jackson","701538","SD","135","CF","22","L","0.00","0.52","0.82","1.07","1.29","1.51","1.71","1.90","2.09","2.27","2.45","2.62","2.79","2.96","3.13","3.30","3.47","3.65","3.84"
"Meyers, Jake","676694","HOU","117","CF","29","R","0.00","0.54","0.85","1.11","1.34","1.56","1.76","1.96","2.15","2.34","2.52","2.70","2.88","3.05","3.23","3.40","3.57","3.75","3.93"
"Millas, Drew","686452","WSH","120","C","27","L","0.00","0.54","0.85","1.12","1.35","1.57","1.78","1.98","2.18","2.37","2.55","2.73","2.91","3.09","3.26","3.44","3.61","3.79","3.99"
"Misner, Kameron","670224","TB","139","CF","27","L","0.00","0.53","0.82","1.08","1.31","1.52","1.72","1.92","2.11","2.29","2.47","2.65","2.83","3.00","3.17","3.35","3.53","3.71","3.90"
"Mitchell, Garrett","669003","MIL","158","CF","26","L","0.00","0.52","0.82","1.07","1.30","1.50","1.70","1.89","2.08","2.26","2.43","2.60","2.78","2.94","3.11","3.28","3.44","3.62","3.80"
"Monasterio, Andruw","655316","MIL","158","SS","28","R","0.00","0.55","0.87","1.14","1.38","1.60","1.81","2.01","2.20","2.39","2.58","2.76","2.94","3.11","3.29","3.46","3.64","3.81","4.00"
"Moncada, Yoán","660162","LAA","108","3B","30","L","0.00","0.55","0.86","1.13","1.37","1.59","1.81","2.01","2.21","2.40","2.59","2.78","2.96","3.15","3.34","3.53","3.72","3.93","4.14"
"Moniak, Mickey","666160","COL","115","RF","27","L","0.00","0.54","0.84","1.09","1.32","1.53","1.74","1.93","2.12","2.30","2.48","2.66","2.83","3.00","3.17","3.34","3.51","3.68","3.87"
"Montgomery, Colson","695657","CWS","145","SS","23","L","0.00","0.53","0.83","1.09","1.33","1.55","1.75","1.95","2.15","2.33","2.52","2.70","2.88","3.06","3.23","3.41","3.59","3.77","3.97"
"Moore, Christian","695681","LAA","108","2B","22","R","0.00","0.56","0.88","1.15","1.39","1.62","1.83","2.03","2.23","2.42","2.61","2.79","2.97","3.15","3.32","3.50","3.67","3.84","4.01"
"Moore, Dylan","664238","TEX","140","2B","32","R","0.00","0.56","0.88","1.15","1.39","1.62","1.83","2.04","2.24","2.43","2.61","2.80","2.98","3.16","3.34","3.52","3.69","3.87","4.05"
"Morel, Christopher","666624","TB","139","LF","26","R","0.00","0.56","0.89","1.15","1.40","1.62","1.83","2.03","2.22","2.41","2.60","2.78","2.95","3.13","3.30","3.48","3.65","3.82","4.01"
"Moreno, Gabriel","672515","AZ","109","C","25","R","0.00","0.56","0.89","1.15","1.39","1.62","1.83","2.03","2.22","2.41","2.60","2.78","2.96","3.13","3.31","3.48","3.66","3.83","4.01"
"Mountcastle, Ryan","663624","BAL","110","1B","28","R","0.00","0.57","0.89","1.16","1.40","1.63","1.84","2.04","2.24","2.43","2.61","2.80","2.97","3.15","3.33","3.50","3.68","3.85","4.03"
"Mullins, Cedric","656775","NYM","121","CF","30","L","0.00","0.53","0.83","1.08","1.31","1.52","1.72","1.91","2.10","2.28","2.46","2.63","2.81","2.97","3.14","3.31","3.48","3.65","3.85"
"Muncy, Max","691777","ATH","133","3B","22","R","0.00","0.56","0.88","1.14","1.38","1.60","1.81","2.01","2.21","2.39","2.58","2.76","2.94","3.12","3.29","3.47","3.64","3.82","4.00"
"Muncy, Max","571970","LAD","119","3B","34","L","0.00","0.52","0.82","1.07","1.31","1.53","1.73","1.93","2.13","2.31","2.50","2.68","2.86","3.04","3.22","3.40","3.57","3.76","3.95"
"Murphy, Sean","669221","ATL","144","C","30","R","0.00","0.56","0.89","1.16","1.41","1.65","1.87","2.08","2.29","2.49","2.69","2.89","3.08","3.28","3.47","3.67","3.86","4.06","4.27"
"Myers, Dane","667472","MIA","146","CF","29","R","0.00","0.55","0.86","1.12","1.36","1.57","1.78","1.97","2.16","2.35","2.53","2.71","2.89","3.06","3.24","3.41","3.58","3.76","3.94"
"Narváez, Carlos","665966","BOS","111","C","26","R","0.00","0.57","0.92","1.20","1.46","1.70","1.92","2.14","2.35","2.55","2.75","2.95","3.14","3.33","3.52","3.72","3.91","4.11","4.31"
"Naylor, Bo","666310","CLE","114","C","25","L","0.00","0.54","0.83","1.09","1.32","1.54","1.75","1.95","2.14","2.33","2.52","2.70","2.88","3.05","3.23","3.40","3.58","3.76","3.95"
"Naylor, Josh","647304","SEA","136","1B","28","L","0.00","0.56","0.88","1.16","1.41","1.64","1.87","2.08","2.29","2.50","2.69","2.89","3.09","3.28","3.47","3.67","3.88","4.09","4.32"
"Neto, Zach","687263","LAA","108","SS","24","R","0.00","0.56","0.89","1.16","1.40","1.62","1.83","2.03","2.22","2.41","2.60","2.78","2.96","3.14","3.31","3.49","3.66","3.84","4.03"
"Newman, Kevin","621028","LAA","108","3B","31","R","0.00","0.55","0.88","1.16","1.40","1.64","1.86","2.07","2.27","2.47","2.66","2.85","3.04","3.23","3.41","3.59","3.77","3.95","4.14"
"Nimmo, Brandon","607043","NYM","121","LF","32","L","0.00","0.55","0.85","1.10","1.34","1.55","1.76","1.96","2.15","2.34","2.52","2.71","2.88","3.06","3.24","3.41","3.59","3.78","3.98"
"Noel, Jhonkensy","678877","CLE","114","RF","23","R","0.00","0.56","0.90","1.17","1.41","1.64","1.86","2.06","2.26","2.45","2.64","2.82","3.00","3.18","3.36","3.54","3.72","3.90","4.08"
"Nootbaar, Lars","663457","STL","138","LF","27","L","0.00","0.55","0.86","1.13","1.37","1.59","1.81","2.01","2.21","2.40","2.59","2.77","2.95","3.13","3.31","3.49","3.67","3.86","4.06"
"Norby, Connor","681393","MIA","146","3B","25","R","0.00","0.56","0.87","1.14","1.37","1.59","1.80","1.99","2.18","2.37","2.55","2.73","2.91","3.08","3.25","3.42","3.58","3.75","3.93"
"Nuñez, Nasim","683083","WSH","120","SS","24","L","0.00","0.50","0.78","1.02","1.24","1.44","1.64","1.83","2.00","2.18","2.35","2.52","2.69","2.85","3.01","3.17","3.33","3.50","3.67"
"O'Hearn, Ryan","656811","SD","135","1B","31","L","0.00","0.53","0.83","1.09","1.33","1.55","1.75","1.95","2.15","2.33","2.52","2.70","2.88","3.05","3.23","3.40","3.57","3.75","3.94"
"O'Hoppe, Logan","681351","LAA","108","C","25","R","0.00","0.56","0.88","1.15","1.40","1.62","1.84","2.05","2.25","2.44","2.64","2.82","3.01","3.19","3.37","3.55","3.73","3.91","4.10"
"O'Neill, Tyler","641933","BAL","110","RF","30","R","0.00","0.54","0.85","1.11","1.34","1.56","1.77","1.97","2.16","2.34","2.53","2.70","2.88","3.05","3.23","3.39","3.56","3.73","3.91"
"Ohtani, Shohei","660271","LAD","119","DH","30","L","0.00","0.53","0.83","1.08","1.31","1.52","1.72","1.92","2.11","2.29","2.47","2.65","2.82","3.00","3.17","3.34","3.52","3.70","3.90"
"Olson, Matt","621566","ATL","144","1B","31","L","0.00","0.56","0.89","1.17","1.42","1.66","1.88","2.10","2.31","2.51","2.71","2.91","3.10","3.30","3.49","3.68","3.88","4.08","4.30"
"Ortiz, Joey","687401","MIL","158","SS","26","R","0.00","0.54","0.86","1.11","1.35","1.57","1.77","1.97","2.16","2.34","2.53","2.70","2.88","3.05","3.22","3.39","3.56","3.73","3.91"
"Osuna, Alejandro","696030","TEX","140","LF","22","L","0.00","0.54","0.84","1.10","1.33","1.55","1.75","1.95","2.14","2.33","2.51","2.69","2.86","3.04","3.21","3.38","3.56","3.74","3.94"
"Outman, James","681546","MIN","142","CF","28","L","0.00","0.51","0.80","1.05","1.27","1.48","1.68","1.88","2.06","2.24","2.42","2.59","2.77","2.94","3.10","3.27","3.44","3.61","3.79"
"Ozuna, Marcell","542303","ATL","144","DH","34","R","0.00","0.57","0.92","1.21","1.47","1.71","1.93","2.15","2.36","2.56","2.76","2.95","3.14","3.33","3.52","3.70","3.88","4.07","4.26"
"Pages, Andy","681624","LAD","119","CF","24","R","0.00","0.56","0.88","1.15","1.39","1.61","1.82","2.03","2.22","2.41","2.60","2.78","2.96","3.13","3.31","3.48","3.66","3.83","4.01"
"Pagés, Pedro","686780","STL","138","C","26","R","0.00","0.58","0.93","1.22","1.48","1.72","1.95","2.16","2.38","2.58","2.78","2.98","3.17","3.37","3.56","3.75","3.94","4.13","4.33"
"Palacios, Joshua","641943","CWS","145","RF","29","L","0.00","0.51","0.81","1.07","1.30","1.52","1.73","1.93","2.13","2.32","2.51","2.70","2.88","3.07","3.25","3.44","3.63","3.83","4.03"
"Paredes, Isaac","670623","HOU","117","3B","26","R","0.00","0.56","0.90","1.18","1.43","1.66","1.88","2.10","2.30","2.50","2.70","2.90","3.09","3.28","3.47","3.66","3.86","4.07","4.29"
"Paris, Kyren","677347","LAA","108","CF","23","R","0.00","0.53","0.83","1.09","1.31","1.53","1.72","1.92","2.10","2.28","2.46","2.63","2.80","2.97","3.14","3.31","3.47","3.64","3.82"
"Pasquantino, Vinnie","686469","KC","118","1B","27","L","0.00","0.55","0.87","1.15","1.40","1.63","1.85","2.07","2.27","2.47","2.67","2.86","3.05","3.24","3.43","3.61","3.81","4.00","4.21"
"Pauley, Graham","688363","MIA","146","3B","24","L","0.00","0.55","0.87","1.14","1.38","1.61","1.83","2.03","2.23","2.43","2.62","2.81","3.00","3.18","3.37","3.55","3.74","3.94","4.14"
"Pederson, Joc","592626","TEX","140","DH","33","L","0.00","0.55","0.87","1.15","1.39","1.63","1.85","2.06","2.27","2.47","2.66","2.85","3.04","3.23","3.42","3.61","3.80","3.99","4.20"
"Peguero, Liover","678894","PIT","134","SS","24","R","0.00","0.56","0.87","1.13","1.36","1.58","1.78","1.98","2.17","2.35","2.53","2.71","2.88","3.05","3.22","3.39","3.56","3.72","3.90"
"Peraza, Oswald","672724","LAA","108","3B","25","R","0.00","0.55","0.86","1.12","1.36","1.57","1.78","1.97","2.16","2.35","2.52","2.70","2.87","3.04","3.21","3.37","3.54","3.71","3.88"
"Perdomo, Geraldo","672695","AZ","109","SS","25","R","0.00","0.56","0.89","1.16","1.41","1.63","1.84","2.05","2.25","2.44","2.62","2.80","2.98","3.16","3.34","3.51","3.69","3.86","4.06"
"Perdomo, Geraldo","672695","AZ","109","SS","25","L","0.00","0.55","0.87","1.14","1.38","1.61","1.82","2.03","2.22","2.41","2.60","2.79","2.97","3.15","3.34","3.52","3.70","3.90","4.11"
"Pereda, Jhonny","640902","MIN","142","C","29","R","0.00","0.60","0.95","1.24","1.50","1.74","1.97","2.19","2.40","2.60","2.81","3.00","3.20","3.39","3.58","3.77","3.96","4.17","4.38"
"Pereira, Everson","677592","TB","139","CF","24","R","0.00","0.54","0.86","1.12","1.36","1.57","1.78","1.98","2.17","2.36","2.54","2.73","2.91","3.08","3.26","3.43","3.61","3.78","3.96"
"Perez, Salvador","521692","KC","118","C","35","R","0.00","0.56","0.90","1.19","1.45","1.70","1.93","2.15","2.37","2.58","2.79","2.99","3.19","3.39","3.59","3.79","3.98","4.19","4.40"
"Perkins, Blake","663368","MIL","158","CF","28","R","0.00","0.57","0.88","1.13","1.37","1.58","1.78","1.98","2.16","2.34","2.52","2.69","2.86","3.03","3.19","3.36","3.52","3.69","3.86"
"Perkins, Blake","663368","MIL","158","CF","28","L","0.00","0.55","0.84","1.09","1.32","1.53","1.73","1.92","2.11","2.29","2.46","2.63","2.80","2.97","3.13","3.30","3.46","3.63","3.82"
"Peña, Jeremy","665161","HOU","117","SS","27","R","0.00","0.55","0.86","1.12","1.35","1.56","1.76","1.95","2.14","2.32","2.50","2.67","2.84","3.01","3.17","3.34","3.50","3.66","3.83"
"Pham, Tommy","502054","PIT","134","LF","37","R","0.00","0.56","0.89","1.17","1.41","1.63","1.85","2.05","2.25","2.44","2.63","2.81","2.99","3.17","3.35","3.52","3.70","3.88","4.07"
"Pillar, Kevin","607680","TEX","140","CF","36","R","0.00","0.54","0.87","1.14","1.38","1.61","1.82","2.02","2.22","2.41","2.59","2.77","2.95","3.13","3.30","3.47","3.64","3.82","3.99"
"Polanco, Jorge","593871","SEA","136","DH","31","L","0.00","0.55","0.86","1.13","1.37","1.59","1.80","2.01","2.20","2.39","2.57","2.75","2.93","3.11","3.29","3.46","3.64","3.82","4.02"
"Pozo, Yohel","650968","STL","138","C","28","R","0.00","0.60","0.95","1.24","1.50","1.75","1.98","2.21","2.42","2.63","2.84","3.04","3.24","3.44","3.64","3.83","4.03","4.24","4.45"
"Profar, Jurickson","595777","ATL","144","LF","32","L","0.00","0.57","0.90","1.17","1.41","1.63","1.84","2.05","2.24","2.43","2.62","2.81","2.99","3.17","3.35","3.53","3.71","3.90","4.10"
"Pérez, Wenceel","672761","DET","116","RF","25","L","0.00","0.53","0.84","1.09","1.33","1.55","1.75","1.95","2.14","2.32","2.51","2.68","2.86","3.04","3.21","3.39","3.57","3.75","3.94"
"Pérez, Wenceel","672761","DET","116","RF","25","R","0.00","0.56","0.88","1.14","1.38","1.60","1.81","2.01","2.20","2.39","2.57","2.74","2.92","3.09","3.27","3.44","3.61","3.79","3.96"
"Quero, Edgar","700337","CWS","145","C","22","L","0.00","0.55","0.87","1.15","1.40","1.63","1.86","2.07","2.28","2.48","2.68","2.88","3.07","3.27","3.46","3.66","3.86","4.07","4.28"
"Quero, Edgar","700337","CWS","145","C","22","R","0.00","0.60","0.94","1.23","1.49","1.73","1.95","2.17","2.38","2.59","2.79","2.98","3.18","3.38","3.57","3.77","3.98","4.20","4.43"
"Rafaela, Ceddanne","678882","BOS","111","CF","24","R","0.00","0.55","0.85","1.11","1.34","1.55","1.75","1.95","2.13","2.31","2.49","2.67","2.84","3.01","3.18","3.34","3.51","3.68","3.86"
"Raleigh, Cal","663728","SEA","136","C","28","L","0.00","0.55","0.87","1.14","1.39","1.62","1.84","2.05","2.26","2.45","2.65","2.84","3.04","3.22","3.41","3.60","3.79","3.98","4.18"
"Raleigh, Cal","663728","SEA","136","C","28","R","0.00","0.56","0.90","1.18","1.43","1.66","1.88","2.10","2.30","2.50","2.70","2.89","3.08","3.27","3.46","3.65","3.83","4.02","4.21"
"Raley, Luke","670042","SEA","136","1B","30","L","0.00","0.54","0.85","1.10","1.34","1.55","1.76","1.95","2.14","2.32","2.51","2.68","2.86","3.03","3.20","3.37","3.54","3.71","3.90"
"Ramos, Heliot","671218","SF","137","LF","25","R","0.00","0.56","0.88","1.14","1.38","1.60","1.80","2.00","2.20","2.39","2.57","2.75","2.93","3.10","3.28","3.45","3.62","3.79","3.97"
"Ramírez, Agustín","682663","MIA","146","C","23","R","0.00","0.55","0.87","1.14","1.38","1.61","1.82","2.03","2.23","2.42","2.61","2.80","2.99","3.17","3.35","3.53","3.71","3.90","4.09"
"Ramírez, José","608070","CLE","114","3B","32","L","0.00","0.55","0.85","1.11","1.34","1.55","1.75","1.94","2.13","2.31","2.49","2.66","2.84","3.00","3.18","3.34","3.52","3.69","3.89"
"Ramírez, José","608070","CLE","114","3B","32","R","0.00","0.56","0.87","1.13","1.36","1.58","1.78","1.97","2.16","2.34","2.51","2.69","2.86","3.03","3.20","3.37","3.54","3.71","3.90"
"Rave, John","670231","KC","118","LF","27","L","0.00","0.52","0.81","1.05","1.27","1.48","1.68","1.86","2.05","2.23","2.40","2.57","2.74","2.90","3.07","3.24","3.40","3.58","3.76"
"Realmuto, J.T.","592663","PHI","143","C","34","R","0.00","0.55","0.88","1.14","1.38","1.60","1.82","2.02","2.21","2.40","2.58","2.76","2.94","3.12","3.29","3.46","3.63","3.80","3.98"
"Refsnyder, Rob","608701","BOS","111","DH","34","R","0.00","0.55","0.87","1.14","1.39","1.61","1.83","2.03","2.23","2.42","2.61","2.80","2.99","3.17","3.35","3.53","3.71","3.89","4.09"
"Renfroe, Hunter","592669","KC","118","RF","33","R","0.00","0.57","0.91","1.18","1.42","1.65","1.87","2.08","2.28","2.47","2.67","2.85","3.03","3.22","3.40","3.58","3.77","3.95","4.15"
"Rengifo, Luis","650859","LAA","108","2B","28","L","0.00","0.54","0.84","1.11","1.34","1.56","1.78","1.98","2.17","2.36","2.55","2.73","2.91","3.09","3.27","3.45","3.63","3.82","4.03"
"Rengifo, Luis","650859","LAA","108","2B","28","R","0.00","0.54","0.86","1.13","1.37","1.60","1.81","2.01","2.21","2.40","2.59","2.77","2.96","3.14","3.31","3.49","3.66","3.84","4.03"
"Reynolds, Bryan","668804","PIT","134","RF","30","R","0.00","0.55","0.86","1.12","1.35","1.57","1.78","1.97","2.17","2.35","2.53","2.71","2.89","3.06","3.24","3.41","3.58","3.76","3.94"
"Reynolds, Bryan","668804","PIT","134","RF","30","L","0.00","0.54","0.84","1.10","1.33","1.55","1.76","1.96","2.15","2.33","2.52","2.69","2.87","3.05","3.22","3.40","3.57","3.76","3.95"
"Rice, Ben","700250","NYY","147","DH","26","L","0.00","0.53","0.83","1.09","1.32","1.54","1.75","1.95","2.15","2.33","2.52","2.70","2.88","3.05","3.23","3.41","3.58","3.76","3.95"
"Riley, Austin","663586","ATL","144","3B","28","R","0.00","0.54","0.86","1.12","1.36","1.58","1.79","1.99","2.19","2.38","2.56","2.75","2.93","3.10","3.28","3.45","3.62","3.79","3.97"
"Ritter, Ryan","690022","COL","115","SS","24","R","0.00","0.54","0.85","1.11","1.34","1.56","1.76","1.96","2.15","2.33","2.51","2.69","2.86","3.04","3.20","3.37","3.54","3.70","3.88"
"Rivas, Leo","660844","SEA","136","2B","27","R","0.00","0.58","0.90","1.16","1.40","1.62","1.82","2.02","2.21","2.40","2.58","2.76","2.94","3.11","3.29","3.46","3.63","3.80","3.97"
"Rivera, Emmanuel","656896","BAL","110","3B","29","R","0.00","0.56","0.90","1.18","1.43","1.67","1.89","2.10","2.31","2.51","2.71","2.91","3.10","3.29","3.47","3.66","3.85","4.04","4.23"
"Robert Jr., Luis","673357","CWS","145","CF","27","R","0.00","0.56","0.87","1.13","1.36","1.57","1.77","1.96","2.14","2.32","2.50","2.67","2.84","3.01","3.17","3.34","3.51","3.67","3.85"
"Robles, Victor","645302","SEA","136","RF","28","R","0.00","0.58","0.90","1.16","1.39","1.61","1.81","2.00","2.19","2.37","2.55","2.73","2.90","3.07","3.24","3.41","3.58","3.75","3.93"
"Rocchio, Brayan","677587","CLE","114","SS","24","L","0.00","0.55","0.87","1.14","1.38","1.60","1.82","2.02","2.22","2.41","2.60","2.79","2.97","3.15","3.33","3.51","3.69","3.88","4.11"
"Rocchio, Brayan","677587","CLE","114","SS","24","R","0.00","0.56","0.89","1.16","1.41","1.64","1.85","2.06","2.26","2.45","2.64","2.83","3.01","3.20","3.38","3.57","3.75","3.95","4.16"
"Roden, Alan","702176","MIN","142","LF","25","L","0.00","0.53","0.82","1.08","1.31","1.52","1.73","1.92","2.11","2.30","2.48","2.66","2.83","3.01","3.18","3.36","3.54","3.72","3.91"
"Rodgers, Brendan","663898","HOU","117","2B","28","R","0.00","0.56","0.88","1.15","1.39","1.62","1.83","2.04","2.24","2.44","2.63","2.82","3.01","3.20","3.38","3.56","3.75","3.94","4.13"
