"last_name, first_name","player_id","name_abbrev","team_id","position_name","age","bat_side","seconds_since_hit_000","seconds_since_hit_005","seconds_since_hit_010","seconds_since_hit_015","seconds_since_hit_020","seconds_since_hit_025","seconds_since_hit_030","seconds_since_hit_035","seconds_since_hit_040","seconds_since_hit_045","seconds_since_hit_050","seconds_since_hit_055","seconds_since_hit_060","seconds_since_hit_065","seconds_since_hit_070","seconds_since_hit_075","seconds_since_hit_080","seconds_since_hit_085","seconds_since_hit_090"
"Alexander, Blaze","677942","AZ","109","3B","26","R","0.00","0.57","0.87","1.13","1.37","1.58","1.78","1.98","2.17","2.35","2.53","2.70","2.88","3.05","3.22","3.39","3.56","3.72","3.90"
"Allen, Nick","669397","ATL","144","SS","26","R","0.00","0.55","0.86","1.12","1.36","1.58","1.80","2.00","2.20","2.39","2.58","2.76","2.95","3.13","3.31","3.49","3.66","3.85","4.03"
"Alonso, Pete","624413","NYM","121","1B","30","R","0.00","0.56","0.90","1.18","1.43","1.67","1.89","2.11","2.31","2.52","2.72","2.92","3.11","3.31","3.50","3.69","3.89","4.09","4.30"
"Altuve, Jose","514888","HOU","117","2B","35","R","0.00","0.56","0.87","1.13","1.37","1.59","1.80","1.99","2.19","2.37","2.56","2.74","2.92","3.10","3.27","3.45","3.63","3.81","4.00"
"Alvarez Jr., Nacho","805373","ATL","144","3B","22","R","0.00","0.54","0.87","1.15","1.39","1.62","1.83","2.04","2.24","2.44","2.63","2.82","3.01","3.19","3.37","3.56","3.74","3.92","4.12"
"Alvarez, Francisco","682626","NYM","121","C","23","R","0.00","0.56","0.88","1.16","1.40","1.63","1.85","2.05","2.26","2.45","2.65","2.84","3.03","3.21","3.40","3.58","3.76","3.95","4.14"
"Alvarez, Yordan","670541","HOU","117","DH","28","L","0.00","0.53","0.84","1.10","1.34","1.57","1.78","1.98","2.18","2.37","2.56","2.74","2.93","3.11","3.29","3.49","3.69","3.90","4.10"
"Amador, Adael","691182","COL","115","2B","22","L","0.00","0.55","0.86","1.13","1.37","1.60","1.81","2.02","2.21","2.41","2.60","2.78","2.96","3.14","3.33","3.51","3.70","3.89","4.09"
"Amaya, Jacob","676070","CWS","145","SS","26","R","0.00","0.56","0.88","1.15","1.39","1.61","1.82","2.02","2.22","2.41","2.60","2.78","2.96","3.14","3.32","3.49","3.67","3.85","4.04"
"Amaya, Miguel","665804","CHC","112","C","26","R","0.00","0.59","0.93","1.21","1.47","1.70","1.93","2.14","2.34","2.55","2.74","2.93","3.13","3.31","3.50","3.69","3.88","4.07","4.27"
"Anderson, Tim","641313","LAA","108","2B","32","R","0.00","0.56","0.87","1.12","1.36","1.58","1.78","1.98","2.17","2.36","2.54","2.72","2.89","3.07","3.24","3.41","3.58","3.75","3.92"
"Andujar, Miguel","609280","CIN","113","3B","30","R","0.00","0.56","0.89","1.16","1.40","1.63","1.84","2.05","2.24","2.43","2.62","2.81","2.99","3.17","3.35","3.53","3.72","3.90","4.10"
"Anthony, Roman","701350","BOS","111","RF","21","L","0.00","0.54","0.84","1.10","1.33","1.55","1.75","1.95","2.14","2.33","2.51","2.69","2.87","3.05","3.22","3.40","3.58","3.76","3.95"
"Aranda, Jonathan","666018","TB","139","1B","27","L","0.00","0.56","0.87","1.14","1.37","1.60","1.82","2.03","2.23","2.42","2.62","2.81","3.00","3.19","3.38","3.57","3.76","3.97","4.17"
"Arcia, Orlando","606115","COL","115","SS","30","R","0.00","0.56","0.90","1.18","1.44","1.67","1.90","2.11","2.32","2.52","2.72","2.92","3.11","3.30","3.49","3.68","3.88","4.08","4.28"
"Arenado, Nolan","571448","STL","138","3B","34","R","0.00","0.57","0.92","1.21","1.48","1.72","1.96","2.18","2.39","2.60","2.81","3.01","3.20","3.40","3.59","3.78","3.97","4.17","4.38"
"Arias, Gabriel","672356","CLE","114","SS","25","R","0.00","0.57","0.90","1.17","1.41","1.63","1.85","2.05","2.25","2.44","2.63","2.82","3.00","3.18","3.36","3.54","3.72","3.90","4.09"
"Arozarena, Randy","668227","SEA","136","LF","30","R","0.00","0.56","0.88","1.14","1.37","1.59","1.80","2.00","2.19","2.37","2.56","2.73","2.91","3.09","3.26","3.43","3.60","3.78","3.97"
"Arraez, Luis","650333","SD","135","1B","28","L","0.00","0.54","0.85","1.11","1.35","1.57","1.79","1.99","2.19","2.38","2.57","2.76","2.94","3.12","3.30","3.48","3.67","3.85","4.05"
"Bader, Harrison","664056","PHI","143","CF","31","R","0.00","0.55","0.86","1.12","1.35","1.57","1.77","1.96","2.15","2.33","2.51","2.68","2.85","3.02","3.19","3.35","3.52","3.68","3.85"
"Bailey, Patrick","672275","SF","137","C","26","L","0.00","0.56","0.87","1.14","1.39","1.62","1.85","2.06","2.26","2.47","2.66","2.86","3.05","3.24","3.42","3.61","3.80","3.99","4.21"
"Bailey, Patrick","672275","SF","137","C","26","R","0.00","0.57","0.90","1.18","1.43","1.67","1.89","2.10","2.31","2.51","2.71","2.90","3.10","3.29","3.48","3.66","3.85","4.04","4.24"
"Baldwin, Brooks","681460","CWS","145","LF","24","L","0.00","0.54","0.85","1.11","1.34","1.56","1.76","1.95","2.14","2.32","2.50","2.67","2.85","3.02","3.19","3.35","3.52","3.70","3.88"
"Baldwin, Brooks","681460","CWS","145","LF","24","R","0.00","0.58","0.89","1.16","1.40","1.61","1.82","2.01","2.20","2.39","2.56","2.74","2.92","3.09","3.26","3.42","3.59","3.76","3.94"
"Baldwin, Drake","686948","ATL","144","C","24","L","0.00","0.55","0.87","1.14","1.37","1.60","1.81","2.02","2.22","2.41","2.61","2.80","2.98","3.17","3.36","3.55","3.74","3.94","4.15"
"Ballesteros, Moisés","694208","CHC","112","DH","21","L","0.00","0.54","0.85","1.13","1.38","1.61","1.83","2.04","2.24","2.44","2.64","2.83","3.02","3.20","3.39","3.57","3.76","3.95","4.14"
"Barger, Addison","680718","TOR","141","3B","25","L","0.00","0.54","0.84","1.10","1.33","1.55","1.75","1.95","2.14","2.33","2.52","2.70","2.88","3.05","3.23","3.41","3.59","3.77","3.97"
"Barnes, Austin","605131","LAD","119","C","35","R","0.00","0.54","0.88","1.16","1.42","1.65","1.88","2.10","2.30","2.51","2.71","2.91","3.10","3.29","3.48","3.67","3.86","4.05","4.25"
"Barrosa, Jorge","678489","AZ","109","CF","24","L","0.00","0.56","0.85","1.10","1.34","1.56","1.76","1.96","2.15","2.34","2.52","2.70","2.87","3.04","3.21","3.38","3.56","3.75","3.97"
"Bart, Joey","663698","PIT","134","C","28","R","0.00","0.55","0.88","1.15","1.40","1.63","1.85","2.05","2.26","2.45","2.64","2.83","3.02","3.20","3.38","3.56","3.74","3.93","4.11"
"Basallo, Samuel","694212","BAL","110","C","20","L","0.00","0.56","0.89","1.17","1.42","1.66","1.89","2.10","2.31","2.51","2.71","2.90","3.10","3.29","3.48","3.67","3.86","4.05","4.26"
"Baty, Brett","683146","NYM","121","3B","25","L","0.00","0.54","0.85","1.11","1.34","1.56","1.77","1.98","2.17","2.36","2.55","2.74","2.92","3.10","3.28","3.46","3.64","3.83","4.02"
"Bauers, Jake","641343","MIL","158","1B","29","L","0.00","0.55","0.87","1.13","1.37","1.59","1.80","2.00","2.20","2.39","2.57","2.75","2.93","3.11","3.28","3.46","3.64","3.82","4.01"
"Beavers, Dylan","687637","BAL","110","LF","23","L","0.00","0.55","0.84","1.09","1.31","1.53","1.73","1.92","2.11","2.28","2.46","2.63","2.80","2.97","3.14","3.30","3.47","3.64","3.83"
"Beck, Jordan","687597","COL","115","LF","24","R","0.00","0.55","0.87","1.13","1.37","1.59","1.79","1.99","2.18","2.37","2.55","2.73","2.90","3.08","3.25","3.42","3.59","3.76","3.94"
"Bell, Josh","605137","WSH","120","DH","32","L","0.00","0.55","0.88","1.16","1.41","1.64","1.86","2.08","2.29","2.49","2.68","2.88","3.07","3.26","3.45","3.64","3.83","4.04","4.25"
"Bell, Josh","605137","WSH","120","DH","32","R","0.00","0.56","0.90","1.18","1.43","1.67","1.89","2.11","2.32","2.52","2.72","2.92","3.11","3.30","3.49","3.68","3.86","4.06","4.26"
"Bellinger, Cody","641355","NYY","147","LF","29","L","0.00","0.54","0.84","1.10","1.33","1.55","1.75","1.94","2.13","2.31","2.49","2.67","2.84","3.02","3.19","3.36","3.53","3.71","3.90"
"Benintendi, Andrew","643217","CWS","145","LF","30","L","0.00","0.55","0.85","1.11","1.35","1.57","1.77","1.97","2.17","2.36","2.54","2.72","2.91","3.08","3.26","3.44","3.62","3.80","4.00"
"Benson, Will","666181","CIN","113","RF","27","L","0.00","0.54","0.83","1.09","1.32","1.53","1.73","1.92","2.11","2.29","2.47","2.64","2.81","2.98","3.14","3.31","3.47","3.64","3.81"
"Bernabel, Warming","682653","COL","115","1B","23","R","0.00","0.54","0.86","1.13","1.37","1.59","1.80","2.00","2.19","2.38","2.57","2.75","2.93","3.10","3.28","3.45","3.62","3.80","3.98"
"Berti, Jon","542932","CHC","112","3B","35","R","0.00","0.54","0.85","1.10","1.34","1.55","1.75","1.95","2.14","2.33","2.51","2.69","2.86","3.04","3.21","3.38","3.55","3.73","3.90"
"Betts, Mookie","605141","LAD","119","SS","32","R","0.00","0.55","0.87","1.13","1.37","1.60","1.81","2.02","2.21","2.41","2.59","2.78","2.96","3.14","3.32","3.50","3.68","3.86","4.05"
"Bichette, Bo","666182","TOR","141","SS","27","R","0.00","0.57","0.91","1.18","1.43","1.65","1.87","2.08","2.28","2.48","2.68","2.87","3.06","3.24","3.43","3.62","3.81","4.01","4.22"
"Bleday, JJ","668709","ATH","133","CF","27","L","0.00","0.54","0.85","1.11","1.35","1.57","1.78","1.98","2.18","2.37","2.55","2.74","2.92","3.09","3.27","3.45","3.63","3.82","4.01"
"Bogaerts, Xander","593428","SD","135","SS","32","R","0.00","0.57","0.89","1.16","1.40","1.62","1.83","2.03","2.23","2.42","2.60","2.79","2.96","3.14","3.32","3.49","3.66","3.84","4.03"
"Bohm, Alec","664761","PHI","143","3B","28","R","0.00","0.56","0.89","1.17","1.42","1.65","1.87","2.08","2.28","2.47","2.67","2.86","3.04","3.23","3.41","3.59","3.78","3.96","4.15"
"Bouchard, Sean","656248","COL","115","RF","29","R","0.00","0.55","0.87","1.14","1.38","1.61","1.82","2.02","2.23","2.42","2.61","2.80","2.98","3.17","3.35","3.54","3.72","3.91","4.11"
"Bregman, Alex","608324","BOS","111","3B","31","R","0.00","0.56","0.88","1.15","1.40","1.62","1.84","2.05","2.25","2.45","2.64","2.83","3.02","3.20","3.39","3.57","3.76","3.95","4.14"
"Bride, Jonah","681146","MIN","142","3B","29","R","0.00","0.56","0.89","1.17","1.42","1.65","1.87","2.08","2.28","2.48","2.68","2.87","3.06","3.25","3.43","3.62","3.81","4.00","4.21"
"Brown, Seth","664913","ATH","133","LF","32","L","0.00","0.54","0.84","1.10","1.33","1.55","1.76","1.96","2.15","2.34","2.52","2.71","2.88","3.06","3.23","3.41","3.58","3.76","3.94"
"Bruján, Vidal","660644","ATL","144","3B","27","L","0.00","0.55","0.85","1.10","1.34","1.55","1.76","1.96","2.15","2.34","2.52","2.70","2.88","3.06","3.23","3.41","3.58","3.76","3.96"
"Burger, Jake","669394","TEX","140","1B","29","R","0.00","0.57","0.90","1.18","1.42","1.65","1.86","2.07","2.26","2.45","2.64","2.82","3.00","3.18","3.35","3.52","3.70","3.87","4.05"
"Burleson, Alec","676475","STL","138","LF","26","L","0.00","0.57","0.89","1.17","1.42","1.65","1.87","2.08","2.28","2.48","2.68","2.87","3.06","3.24","3.43","3.61","3.80","3.99","4.19"
"Busch, Michael","683737","CHC","112","1B","27","L","0.00","0.53","0.83","1.10","1.34","1.56","1.77","1.98","2.18","2.38","2.57","2.75","2.94","3.12","3.31","3.49","3.68","3.87","4.07"
"Butler, Lawrence","671732","ATH","133","RF","24","L","0.00","0.54","0.84","1.10","1.33","1.55","1.75","1.95","2.14","2.33","2.51","2.69","2.87","3.05","3.23","3.41","3.59","3.78","3.98"
"Buxton, Byron","621439","MIN","142","CF","31","R","0.00","0.56","0.87","1.12","1.35","1.55","1.75","1.94","2.12","2.30","2.47","2.64","2.81","2.97","3.13","3.29","3.45","3.61","3.78"
"Báez, Javier","595879","DET","116","SS","32","R","0.00","0.57","0.90","1.17","1.41","1.64","1.85","2.05","2.25","2.44","2.63","2.81","2.99","3.17","3.35","3.52","3.70","3.88","4.07"
"Caballero, José","676609","NYY","147","SS","28","R","0.00","0.56","0.87","1.13","1.36","1.57","1.78","1.97","2.16","2.35","2.53","2.70","2.88","3.05","3.22","3.40","3.57","3.75","3.94"
"Cabrera, Oswaldo","665828","NYY","147","3B","26","L","0.00","0.52","0.83","1.09","1.34","1.56","1.78","1.98","2.18","2.38","2.57","2.76","2.95","3.13","3.32","3.50","3.69","3.89","4.09"
"Caglianone, Jac","695506","KC","118","RF","22","L","0.00","0.54","0.84","1.10","1.33","1.55","1.75","1.95","2.15","2.33","2.52","2.70","2.88","3.06","3.23","3.41","3.59","3.78","3.98"
"Call, Alex","669743","LAD","119","RF","30","R","0.00","0.56","0.88","1.15","1.39","1.62","1.83","2.03","2.23","2.42","2.60","2.79","2.97","3.14","3.32","3.50","3.67","3.84","4.02"
"Caminero, Junior","691406","TB","139","3B","21","R","0.00","0.57","0.90","1.18","1.42","1.64","1.85","2.06","2.26","2.45","2.63","2.82","3.00","3.18","3.36","3.53","3.71","3.89","4.08"
"Campbell, Kristian","692225","BOS","111","2B","23","R","0.00","0.55","0.87","1.13","1.37","1.59","1.81","2.01","2.20","2.39","2.58","2.76","2.94","3.12","3.30","3.48","3.66","3.84","4.03"
"Canario, Alexander","672744","PIT","134","LF","25","R","0.00","0.54","0.85","1.12","1.36","1.58","1.79","1.99","2.18","2.37","2.55","2.73","2.91","3.09","3.26","3.43","3.60","3.78","3.96"
"Candelario, Jeimer","600869","CIN","113","3B","31","L","0.00","0.53","0.85","1.12","1.37","1.60","1.81","2.02","2.22","2.41","2.60","2.79","2.97","3.16","3.34","3.52","3.70","3.89","4.09"
"Canha, Mark","592192","KC","118","LF","36","R","0.00","0.55","0.87","1.14","1.38","1.61","1.82","2.02","2.22","2.41","2.60","2.78","2.96","3.14","3.32","3.50","3.67","3.85","4.03"
"Canzone, Dominic","686527","SEA","136","RF","27","L","0.00","0.56","0.86","1.13","1.37","1.60","1.81","2.01","2.21","2.40","2.59","2.77","2.95","3.13","3.31","3.49","3.68","3.86","4.06"
"Capra, Vinny","681962","CWS","145","3B","28","R","0.00","0.56","0.87","1.13","1.37","1.59","1.79","2.00","2.19","2.37","2.56","2.74","2.92","3.10","3.28","3.45","3.62","3.80","3.97"
"Caratini, Victor","605170","HOU","117","C","31","L","0.00","0.54","0.87","1.15","1.40","1.64","1.87","2.09","2.30","2.51","2.71","2.91","3.11","3.31","3.51","3.72","3.94","4.18","4.43"
"Carlson, Dylan","666185","BAL","110","LF","26","L","0.00","0.55","0.87","1.13","1.37","1.59","1.80","2.00","2.20","2.39","2.58","2.76","2.94","3.12","3.30","3.47","3.65","3.83","4.03"
"Carpenter, Kerry","681481","DET","116","RF","27","L","0.00","0.55","0.85","1.12","1.35","1.58","1.78","1.99","2.18","2.38","2.56","2.75","2.93","3.11","3.30","3.48","3.66","3.84","4.03"
"Carroll, Corbin","682998","AZ","109","RF","24","L","0.00","0.52","0.81","1.05","1.27","1.48","1.67","1.86","2.04","2.22","2.39","2.57","2.73","2.90","3.06","3.22","3.39","3.56","3.73"
"Carter, Evan","694497","TEX","140","CF","22","L","0.00","0.53","0.83","1.08","1.31","1.52","1.72","1.91","2.09","2.27","2.45","2.62","2.79","2.95","3.12","3.28","3.45","3.61","3.79"
"Casas, Triston","671213","BOS","111","1B","25","L","0.00","0.57","0.90","1.18","1.43","1.67","1.90","2.11","2.33","2.53","2.73","2.93","3.12","3.32","3.51","3.71","3.90","4.11","4.32"
"Castellanos, Nick","592206","PHI","143","RF","33","R","0.00","0.56","0.88","1.16","1.40","1.63","1.84","2.05","2.25","2.44","2.63","2.82","3.00","3.18","3.36","3.53","3.71","3.89","4.07"
"Castro, Willi","650489","CHC","112","2B","28","L","0.00","0.53","0.83","1.09","1.32","1.54","1.74","1.94","2.13","2.32","2.50","2.68","2.86","3.03","3.20","3.38","3.55","3.73","3.91"
"Castro, Willi","650489","CHC","112","2B","28","R","0.00","0.57","0.89","1.16","1.40","1.62","1.83","2.03","2.22","2.41","2.59","2.77","2.95","3.13","3.30","3.47","3.64","3.81","3.99"
"Chaparro, Andrés","665953","WSH","120","1B","26","R","0.00","0.59","0.92","1.21","1.47","1.71","1.94","2.16","2.37","2.57","2.78","2.98","3.17","3.37","3.57","3.76","3.96","4.17","4.38"
"Chapman, Matt","656305","SF","137","3B","32","R","0.00","0.56","0.88","1.14","1.38","1.60","1.81","2.02","2.21","2.40","2.58","2.76","2.94","3.12","3.29","3.46","3.63","3.81","3.99"
"Chisholm Jr., Jazz","665862","NYY","147","2B","27","L","0.00","0.56","0.86","1.12","1.35","1.57","1.77","1.97","2.16","2.34","2.52","2.70","2.88","3.05","3.22","3.39","3.57","3.75","3.94"
"Chourio, Jackson","694192","MIL","158","CF","21","R","0.00","0.55","0.86","1.12","1.35","1.56","1.76","1.96","2.14","2.32","2.50","2.67","2.84","3.01","3.17","3.34","3.50","3.66","3.84"
"Church, Nathan","701675","STL","138","CF","24","L","0.00","0.54","0.83","1.08","1.31","1.53","1.73","1.92","2.11","2.30","2.47","2.65","2.82","2.99","3.16","3.33","3.50","3.68","3.87"
"Clarke, Denzel","672016","ATH","133","CF","25","R","0.00","0.55","0.87","1.13","1.36","1.57","1.78","1.97","2.16","2.34","2.52","2.69","2.86","3.03","3.19","3.36","3.52","3.69","3.86"
"Clase, Jonatan","682729","TOR","141","LF","23","L","0.00","0.52","0.80","1.05","1.28","1.49","1.69","1.88","2.06","2.24","2.42","2.59","2.76","2.93","3.10","3.27","3.43","3.61","3.79"
"Clemens, Kody","665019","MIN","142","1B","29","L","0.00","0.53","0.83","1.09","1.32","1.54","1.74","1.94","2.13","2.32","2.50","2.68","2.85","3.02","3.20","3.37","3.54","3.72","3.90"
"Clement, Ernie","676391","TOR","141","3B","29","R","0.00","0.55","0.86","1.12","1.36","1.57","1.78","1.98","2.17","2.35","2.53","2.71","2.89","3.06","3.23","3.40","3.57","3.73","3.91"
"Collins, Isaac","686555","MIL","158","LF","27","L","0.00","0.54","0.84","1.10","1.33","1.54","1.75","1.95","2.14","2.33","2.51","2.69","2.87","3.04","3.21","3.39","3.55","3.73","3.92"
"Collins, Isaac","686555","MIL","158","LF","27","R","0.00","0.55","0.86","1.12","1.35","1.57","1.77","1.97","2.17","2.35","2.54","2.71","2.89","3.06","3.24","3.41","3.58","3.75","3.93"
"Conforto, Michael","624424","LAD","119","LF","32","L","0.00","0.54","0.85","1.11","1.35","1.58","1.79","2.00","2.20","2.39","2.59","2.77","2.96","3.15","3.33","3.52","3.70","3.89","4.10"
"Conine, Griffin","665052","MIA","146","LF","27","L","0.00","0.52","0.81","1.07","1.31","1.53","1.74","1.94","2.13","2.32","2.50","2.68","2.86","3.04","3.21","3.38","3.56","3.74","3.93"
"Contreras, William","661388","MIL","158","C","27","R","0.00","0.56","0.89","1.16","1.40","1.63","1.84","2.04","2.24","2.44","2.63","2.81","3.00","3.18","3.36","3.54","3.72","3.90","4.09"
"Contreras, Willson","575929","STL","138","1B","33","R","0.00","0.57","0.89","1.15","1.40","1.62","1.83","2.03","2.23","2.42","2.61","2.79","2.97","3.15","3.33","3.51","3.69","3.87","4.06"
"Correa, Carlos","621043","HOU","117","SS","30","R","0.00","0.56","0.89","1.16","1.41","1.64","1.85","2.06","2.26","2.45","2.64","2.83","3.01","3.20","3.38","3.56","3.74","3.93","4.12"
"Cortes, Carlos","666126","ATH","133","RF","28","L","0.00","0.56","0.87","1.14","1.38","1.61","1.83","2.03","2.23","2.43","2.62","2.81","2.99","3.18","3.36","3.54","3.73","3.93","4.14"
"Cowser, Colton","681297","BAL","110","CF","25","L","0.00","0.53","0.83","1.09","1.31","1.53","1.74","1.93","2.12","2.31","2.49","2.67","2.85","3.03","3.20","3.38","3.55","3.74","3.93"
"Crawford, J.P.","641487","SEA","136","SS","30","L","0.00","0.55","0.86","1.13","1.36","1.59","1.80","2.00","2.20","2.39","2.58","2.77","2.95","3.13","3.31","3.49","3.67","3.86","4.07"
"Crews, Dylan","686611","WSH","120","RF","23","R","0.00","0.55","0.85","1.11","1.34","1.55","1.75","1.94","2.13","2.31","2.49","2.67","2.84","3.01","3.18","3.35","3.52","3.69","3.86"
"Cronenworth, Jake","630105","SD","135","2B","31","L","0.00","0.54","0.83","1.09","1.32","1.53","1.74","1.93","2.12","2.31","2.49","2.67","2.85","3.02","3.19","3.37","3.54","3.72","3.90"
"Crow-Armstrong, Pete","691718","CHC","112","CF","23","L","0.00","0.52","0.81","1.06","1.28","1.48","1.68","1.87","2.05","2.23","2.40","2.58","2.74","2.91","3.08","3.24","3.41","3.58","3.76"
"Cruz, Oneil","665833","PIT","134","CF","26","L","0.00","0.55","0.85","1.11","1.34","1.55","1.76","1.95","2.13","2.31","2.49","2.66","2.83","2.99","3.16","3.32","3.48","3.66","3.84"
"Davis, Henry","680779","PIT","134","C","25","R","0.00","0.56","0.87","1.14","1.37","1.60","1.81","2.01","2.20","2.39","2.58","2.76","2.94","3.12","3.30","3.47","3.65","3.82","4.00"
"De La Cruz, Elly","682829","CIN","113","SS","23","R","0.00","0.55","0.86","1.12","1.35","1.56","1.77","1.96","2.15","2.33","2.50","2.68","2.85","3.01","3.18","3.34","3.51","3.67","3.85"
"De La Cruz, Elly","682829","CIN","113","SS","23","L","0.00","0.54","0.84","1.09","1.31","1.53","1.72","1.92","2.10","2.28","2.45","2.62","2.80","2.96","3.13","3.30","3.47","3.65","3.84"
"DeJong, Paul","657557","WSH","120","3B","31","R","0.00","0.59","0.91","1.19","1.43","1.66","1.88","2.09","2.29","2.49","2.68","2.87","3.06","3.24","3.43","3.61","3.79","3.98","4.17"
"DeLuca, Jonny","676356","TB","139","CF","26","R","0.00","0.56","0.87","1.12","1.35","1.56","1.76","1.95","2.14","2.32","2.50","2.67","2.84","3.01","3.18","3.35","3.51","3.68","3.86"
"Del Castillo, Adrian","680728","AZ","109","DH","25","L","0.00","0.53","0.84","1.12","1.36","1.59","1.80","2.01","2.21","2.41","2.60","2.79","2.98","3.16","3.35","3.54","3.73","3.93","4.13"
"Devers, Rafael","646240","SF","137","DH","28","L","0.00","0.56","0.88","1.16","1.41","1.64","1.86","2.07","2.28","2.48","2.67","2.87","3.06","3.25","3.44","3.64","3.84","4.06","4.30"
"Dezenzo, Zach","701305","HOU","117","LF","25","R","0.00","0.55","0.86","1.12","1.36","1.58","1.79","1.99","2.18","2.37","2.56","2.74","2.92","3.10","3.27","3.44","3.62","3.80","3.98"
"Diaz, Yainer","673237","HOU","117","C","26","R","0.00","0.56","0.88","1.15","1.39","1.61","1.83","2.03","2.22","2.41","2.60","2.78","2.96","3.14","3.31","3.49","3.66","3.84","4.02"
"Dingler, Dillon","693307","DET","116","C","26","R","0.00","0.56","0.87","1.14","1.38","1.61","1.82","2.03","2.22","2.41","2.60","2.78","2.97","3.15","3.32","3.50","3.68","3.86","4.05"
"Domínguez, Jasson","691176","NYY","147","LF","22","L","0.00","0.53","0.83","1.07","1.30","1.50","1.70","1.88","2.07","2.24","2.42","2.59","2.75","2.92","3.09","3.25","3.41","3.59","3.76"
"Domínguez, Jasson","691176","NYY","147","LF","22","R","0.00","0.55","0.87","1.12","1.35","1.56","1.76","1.95","2.14","2.32","2.49","2.66","2.83","2.99","3.16","3.32","3.48","3.64","3.81"
"Donovan, Brendan","680977","STL","138","2B","28","L","0.00","0.54","0.85","1.12","1.35","1.58","1.79","2.00","2.20","2.39","2.58","2.77","2.96","3.14","3.32","3.50","3.68","3.87","4.08"
"Doyle, Brenton","686668","COL","115","CF","27","R","0.00","0.56","0.87","1.13","1.36","1.57","1.77","1.96","2.15","2.33","2.51","2.68","2.85","3.02","3.19","3.35","3.52","3.68","3.86"
"Dubón, Mauricio","643289","HOU","117","2B","30","R","0.00","0.55","0.87","1.13","1.36","1.58","1.79","1.99","2.18","2.37","2.55","2.73","2.91","3.08","3.26","3.43","3.61","3.78","3.97"
"Dunn, Blake","694362","CIN","113","RF","26","R","0.00","0.55","0.85","1.10","1.33","1.54","1.74","1.93","2.12","2.30","2.47","2.65","2.82","2.98","3.15","3.31","3.47","3.64","3.81"
"Duran, Ezequiel","677649","TEX","140","1B","26","R","0.00","0.56","0.87","1.13","1.37","1.58","1.79","1.98","2.18","2.36","2.54","2.72","2.90","3.07","3.24","3.41","3.58","3.75","3.92"
"Duran, Jarren","680776","BOS","111","LF","28","L","0.00","0.52","0.82","1.07","1.29","1.51","1.71","1.90","2.09","2.27","2.45","2.62","2.79","2.96","3.13","3.29","3.46","3.64","3.82"
"Durbin, Caleb","702332","MIL","158","3B","25","R","0.00","0.56","0.87","1.13","1.37","1.59","1.79","1.99","2.19","2.38","2.56","2.74","2.92","3.09","3.27","3.44","3.61","3.78","3.96"
"Díaz, Elias","553869","SD","135","C","34","R","0.00","0.59","0.93","1.22","1.47","1.71","1.94","2.16","2.38","2.58","2.78","2.98","3.18","3.38","3.57","3.77","3.96","4.16","4.37"
"Díaz, Yandy","650490","TB","139","DH","33","R","0.00","0.56","0.90","1.17","1.42","1.65","1.86","2.07","2.27","2.46","2.65","2.84","3.02","3.20","3.39","3.57","3.75","3.93","4.12"
"Eaton, Nate","681987","BOS","111","RF","28","R","0.00","0.56","0.86","1.11","1.33","1.54","1.74","1.93","2.11","2.28","2.46","2.63","2.79","2.96","3.13","3.29","3.45","3.62","3.78"
"Edman, Tommy","669242","LAD","119","2B","30","R","0.00","0.54","0.85","1.11","1.34","1.56","1.77","1.96","2.15","2.34","2.52","2.70","2.87","3.04","3.21","3.38","3.55","3.72","3.91"
"Edman, Tommy","669242","LAD","119","2B","30","L","0.00","0.53","0.82","1.08","1.31","1.52","1.72","1.92","2.11","2.29","2.47","2.65","2.83","3.00","3.18","3.35","3.52","3.71","3.90"
"Edwards, Xavier","669364","MIA","146","2B","25","L","0.00","0.54","0.84","1.09","1.32","1.53","1.73","1.93","2.12","2.30","2.48","2.65","2.83","3.00","3.17","3.33","3.51","3.68","3.87"
"Edwards, Xavier","669364","MIA","146","2B","25","R","0.00","0.54","0.85","1.11","1.35","1.57","1.77","1.97","2.16","2.34","2.52","2.69","2.87","3.04","3.21","3.38","3.54","3.72","3.90"
"Elko, Tim","671284","CWS","145","1B","26","R","0.00","0.55","0.87","1.14","1.38","1.61","1.82","2.02","2.22","2.41","2.60","2.78","2.96","3.15","3.32","3.50","3.67","3.85","4.02"
"Encarnacion, Jerar","666464","SF","137","RF","27","R","0.00","0.54","0.86","1.13","1.37","1.59","1.80","2.00","2.20","2.38","2.57","2.75","2.93","3.11","3.29","3.47","3.64","3.82","4.01"
"Encarnacion-Strand, Christian","687952","CIN","113","1B","25","R","0.00","0.58","0.90","1.17","1.41","1.64","1.85","2.06","2.25","2.45","2.64","2.82","3.01","3.19","3.37","3.55","3.73","3.92","4.11"
"Escarra, J.C.","641555","NYY","147","C","30","L","0.00","0.54","0.85","1.12","1.37","1.61","1.82","2.04","2.24","2.45","2.64","2.84","3.03","3.22","3.41","3.60","3.79","3.99","4.20"
"Espinal, Santiago","669289","CIN","113","3B","30","R","0.00","0.55","0.88","1.14","1.39","1.61","1.82","2.03","2.23","2.42","2.61","2.80","2.98","3.16","3.34","3.52","3.70","3.88","4.07"
"Estrada, Thairo","642731","COL","115","2B","29","R","0.00","0.55","0.86","1.13","1.37","1.59","1.80","2.00","2.19","2.38","2.56","2.74","2.92","3.10","3.27","3.44","3.61","3.79","3.98"
